,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units
2010-06-01,11.598,230.3,4.21,4.78,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-02,11.598,230.3,4.21,4.78,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-03,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-04,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-05,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-06,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-07,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-08,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-09,11.598,230.3,4.2,4.79,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-10,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-11,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-12,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-13,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-14,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-15,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-16,11.598,230.3,4.17,4.72,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-17,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-18,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-19,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-20,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-21,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-22,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-23,11.598,230.3,4.2,4.75,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-24,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-25,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-26,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-27,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-28,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-29,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-06-30,11.598,230.3,4.13,4.69,139141.0,9.4,1.6400434423899,0.18,-47316.0,217.965,1731.6,8628.4,91.9033,400624.0,305.0,145.718,323.26,536.0
2010-07-01,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-02,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-03,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-04,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-05,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-06,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-07,11.948,234.5,4.04,4.58,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-08,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-09,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-10,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-11,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-12,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-13,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-14,11.948,234.5,4.07,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-15,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-16,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-17,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-18,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-19,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-20,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-21,11.948,234.5,4.06,4.57,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-22,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-23,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-24,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-25,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-26,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-27,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-28,11.948,234.5,4.03,4.56,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-29,11.948,234.5,4.0,4.54,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-30,11.948,234.5,4.0,4.54,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-07-31,11.948,234.5,4.0,4.54,139179.0,9.4,1.6400434423899,0.18,-41609.0,218.011,1724.0,8639.8,92.2549,402326.0,283.0,144.986,326.41,546.0
2010-08-01,12.014,223.9,4.0,4.54,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-02,12.014,223.9,4.0,4.54,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-03,12.014,223.9,4.0,4.54,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-04,12.014,223.9,4.0,4.54,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-05,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-06,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-07,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-08,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-09,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-10,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-11,12.014,223.9,3.95,4.49,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-12,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-13,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-14,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-15,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-16,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-17,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-18,12.014,223.9,3.92,4.44,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-19,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-20,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-21,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-22,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-23,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-24,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-25,12.014,223.9,3.9,4.42,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-26,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-27,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-28,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-29,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-30,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-08-31,12.014,223.9,3.86,4.36,139438.0,9.5,1.6400434423899,0.19,-45619.0,218.312,1748.7,8688.2,92.5936,408354.0,282.0,143.91,326.41,599.0
2010-09-01,11.922,222.0,3.86,4.36,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-02,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-03,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-04,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-05,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-06,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-07,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-08,11.922,222.0,3.83,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-09,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-10,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-11,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-12,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-13,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-14,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-15,11.922,222.0,3.83,4.35,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-16,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-17,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-18,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-19,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-20,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-21,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-22,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-23,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-24,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-25,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-26,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-27,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-28,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-29,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-09-30,11.922,222.0,3.75,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
2010-10-01,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-02,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-03,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-04,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-05,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-06,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-07,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-08,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-09,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-10,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-11,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-12,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-13,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-14,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-15,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-16,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-17,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-18,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-19,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-20,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-21,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-22,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-23,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-24,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-25,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-26,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-27,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-28,12.414,219.0,3.66,4.23,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-29,12.414,219.0,3.66,4.23,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
2010-10-30,12.414,219.0,3.66,4.23,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
