,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units
2015-08-09,18.391,348.1,3.13,3.91,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-10,18.391,348.1,3.13,3.91,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-11,18.391,348.1,3.13,3.91,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-12,18.391,348.1,3.13,3.91,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-13,18.391,348.1,3.17,3.94,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-14,18.391,348.1,3.17,3.94,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-15,18.391,348.1,3.17,3.94,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-16,18.391,348.1,3.17,3.94,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-17,18.391,348.1,3.17,3.94,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-18,18.391,348.1,3.17,3.94,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-19,18.391,348.1,3.17,3.94,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-20,18.391,348.1,3.15,3.93,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-21,18.391,348.1,3.15,3.93,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-22,18.391,348.1,3.15,3.93,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-23,18.391,348.1,3.15,3.93,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-24,18.391,348.1,3.15,3.93,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-25,18.391,348.1,3.15,3.93,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-26,18.391,348.1,3.15,3.93,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-27,18.391,348.1,3.06,3.84,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-28,18.391,348.1,3.06,3.84,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-29,18.391,348.1,3.06,3.84,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-30,18.391,348.1,3.06,3.84,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-08-31,18.391,348.1,3.06,3.84,149181.0,5.1,0.118627135552451,0.14,-44205.0,238.316,3017.6,12110.8,100.9165,450872.0,518.0,172.926,360.01,1130.0
2015-09-01,18.281,343.8,3.06,3.84,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-02,18.281,343.8,3.06,3.84,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-03,18.281,343.8,3.09,3.89,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-04,18.281,343.8,3.09,3.89,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-05,18.281,343.8,3.09,3.89,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-06,18.281,343.8,3.09,3.89,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-07,18.281,343.8,3.09,3.89,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-08,18.281,343.8,3.09,3.89,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-09,18.281,343.8,3.09,3.89,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-10,18.281,343.8,3.1,3.9,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-11,18.281,343.8,3.1,3.9,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-12,18.281,343.8,3.1,3.9,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-13,18.281,343.8,3.1,3.9,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-14,18.281,343.8,3.1,3.9,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-15,18.281,343.8,3.1,3.9,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-16,18.281,343.8,3.1,3.9,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-17,18.281,343.8,3.11,3.91,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-18,18.281,343.8,3.11,3.91,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-19,18.281,343.8,3.11,3.91,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-20,18.281,343.8,3.11,3.91,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-21,18.281,343.8,3.11,3.91,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-22,18.281,343.8,3.11,3.91,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-23,18.281,343.8,3.11,3.91,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-24,18.281,343.8,3.08,3.86,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-25,18.281,343.8,3.08,3.86,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-26,18.281,343.8,3.08,3.86,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-27,18.281,343.8,3.08,3.86,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-28,18.281,343.8,3.08,3.86,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-29,18.281,343.8,3.08,3.86,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-09-30,18.281,343.8,3.08,3.86,148826.0,5.0,0.118627135552451,0.14,-41641.0,237.945,3044.8,12170.3,100.633,443626.0,456.0,173.817,360.01,1224.0
2015-10-01,18.27,339.4,3.07,3.85,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-02,18.27,339.4,3.07,3.85,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-03,18.27,339.4,3.07,3.85,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-04,18.27,339.4,3.07,3.85,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-05,18.27,339.4,3.07,3.85,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-06,18.27,339.4,3.07,3.85,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-07,18.27,339.4,3.07,3.85,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-08,18.27,339.4,2.99,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-09,18.27,339.4,2.99,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-10,18.27,339.4,2.99,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-11,18.27,339.4,2.99,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-12,18.27,339.4,2.99,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-13,18.27,339.4,2.99,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-14,18.27,339.4,2.99,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-15,18.27,339.4,3.03,3.82,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-16,18.27,339.4,3.03,3.82,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-17,18.27,339.4,3.03,3.82,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-18,18.27,339.4,3.03,3.82,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-19,18.27,339.4,3.03,3.82,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-20,18.27,339.4,3.03,3.82,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-21,18.27,339.4,3.03,3.82,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-22,18.27,339.4,2.98,3.79,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-23,18.27,339.4,2.98,3.79,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-24,18.27,339.4,2.98,3.79,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-25,18.27,339.4,2.98,3.79,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-26,18.27,339.4,2.98,3.79,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-27,18.27,339.4,2.98,3.79,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-28,18.27,339.4,2.98,3.79,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-29,18.27,339.4,2.98,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-30,18.27,339.4,2.98,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-10-31,18.27,339.4,2.98,3.76,149246.0,5.0,0.118627135552451,0.12,-40873.0,237.838,3026.1,12211.2,100.1563,450910.0,482.0,174.78,362.9,1058.0
2015-11-01,18.314,318.1,2.98,3.76,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-02,18.314,318.1,2.98,3.76,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-03,18.314,318.1,2.98,3.76,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-04,18.314,318.1,2.98,3.76,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-05,18.314,318.1,3.09,3.87,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-06,18.314,318.1,3.09,3.87,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-07,18.314,318.1,3.09,3.87,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-08,18.314,318.1,3.09,3.87,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-09,18.314,318.1,3.09,3.87,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-10,18.314,318.1,3.09,3.87,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-11,18.314,318.1,3.09,3.87,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-12,18.314,318.1,3.2,3.98,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-13,18.314,318.1,3.2,3.98,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-14,18.314,318.1,3.2,3.98,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-15,18.314,318.1,3.2,3.98,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-16,18.314,318.1,3.2,3.98,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-17,18.314,318.1,3.2,3.98,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-18,18.314,318.1,3.2,3.98,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-19,18.314,318.1,3.18,3.97,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-20,18.314,318.1,3.18,3.97,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-21,18.314,318.1,3.18,3.97,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-22,18.314,318.1,3.18,3.97,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-23,18.314,318.1,3.18,3.97,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-24,18.314,318.1,3.18,3.97,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-25,18.314,318.1,3.18,3.95,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-26,18.314,318.1,3.18,3.95,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-27,18.314,318.1,3.18,3.95,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-28,18.314,318.1,3.18,3.95,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-29,18.314,318.1,3.18,3.95,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-11-30,18.314,318.1,3.18,3.95,149463.0,5.1,0.118627135552451,0.12,-40451.0,237.336,3083.4,12301.0,99.4366,443949.0,504.0,175.72400000000002,362.9,1172.0
2015-12-01,17.503,318.6,3.18,3.95,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-02,17.503,318.6,3.18,3.95,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-03,17.503,318.6,3.16,3.93,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-04,17.503,318.6,3.16,3.93,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-05,17.503,318.6,3.16,3.93,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-06,17.503,318.6,3.16,3.93,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-07,17.503,318.6,3.16,3.93,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-08,17.503,318.6,3.16,3.93,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-09,17.503,318.6,3.16,3.93,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-10,17.503,318.6,3.19,3.95,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-11,17.503,318.6,3.19,3.95,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-12,17.503,318.6,3.19,3.95,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-13,17.503,318.6,3.19,3.95,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-14,17.503,318.6,3.19,3.95,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-15,17.503,318.6,3.19,3.95,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-16,17.503,318.6,3.19,3.95,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-17,17.503,318.6,3.22,3.97,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-18,17.503,318.6,3.22,3.97,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-19,17.503,318.6,3.22,3.97,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-20,17.503,318.6,3.22,3.97,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-21,17.503,318.6,3.22,3.97,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-22,17.503,318.6,3.22,3.97,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-23,17.503,318.6,3.22,3.97,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-24,17.503,318.6,3.22,3.96,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-25,17.503,318.6,3.22,3.96,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-26,17.503,318.6,3.22,3.96,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-27,17.503,318.6,3.22,3.96,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-28,17.503,318.6,3.22,3.96,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-29,17.503,318.6,3.22,3.96,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-30,17.503,318.6,3.22,3.96,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2015-12-31,17.503,318.6,3.24,4.01,150128.0,5.0,0.118627135552451,0.24,-41003.0,236.525,3104.1,12361.5,98.9471,436169.0,546.0,176.528,362.9,1146.0
2016-01-01,18.054,333.9,3.24,4.01,150653.0,4.8,1.26158320570536,0.34,-40044.0,236.916,3103.4,12490.8,99.4391,443032.0,505.0,177.252,366.25,1092.0
2016-01-02,18.054,333.9,3.24,4.01,150653.0,4.8,1.26158320570536,0.34,-40044.0,236.916,3103.4,12490.8,99.4391,443032.0,505.0,177.252,366.25,1092.0
2016-01-03,18.054,333.9,3.24,4.01,150653.0,4.8,1.26158320570536,0.34,-40044.0,236.916,3103.4,12490.8,99.4391,443032.0,505.0,177.252,366.25,1092.0
2016-01-04,18.054,333.9,3.24,4.01,150653.0,4.8,1.26158320570536,0.34,-40044.0,236.916,3103.4,12490.8,99.4391,443032.0,505.0,177.252,366.25,1092.0
