Date,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units
13/10/2016,17.954,314.4,2.76,3.47,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
14/10/2016,17.954,314.4,2.76,3.47,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
17/10/2016,17.954,314.4,2.76,3.47,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
18/10/2016,17.954,314.4,2.76,3.47,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
19/10/2016,17.954,314.4,2.76,3.47,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
20/10/2016,17.954,314.4,2.79,3.52,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
21/10/2016,17.954,314.4,2.79,3.52,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
24/10/2016,17.954,314.4,2.79,3.52,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
25/10/2016,17.954,314.4,2.79,3.52,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
26/10/2016,17.954,314.4,2.79,3.52,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
27/10/2016,17.954,314.4,2.78,3.47,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
28/10/2016,17.954,314.4,2.78,3.47,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
31/10/2016,17.954,314.4,2.78,3.47,151793.0,4.9,1.26158320570536,0.4,-38555.0,241.729,3338.5,13112.8,98.7237,456552.0,575.0,183.733,382.69,1313.0
01/11/2016,17.792,312.7,2.78,3.47,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
02/11/2016,17.792,312.7,2.78,3.47,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
03/11/2016,17.792,312.7,2.84,3.54,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
04/11/2016,17.792,312.7,2.84,3.54,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
07/11/2016,17.792,312.7,2.84,3.54,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
08/11/2016,17.792,312.7,2.84,3.54,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
09/11/2016,17.792,312.7,2.84,3.54,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
10/11/2016,17.792,312.7,2.88,3.57,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
11/11/2016,17.792,312.7,2.88,3.57,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
14/11/2016,17.792,312.7,2.88,3.57,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
15/11/2016,17.792,312.7,2.88,3.57,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
16/11/2016,17.792,312.7,2.88,3.57,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
17/11/2016,17.792,312.7,3.14,3.94,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
18/11/2016,17.792,312.7,3.14,3.94,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
21/11/2016,17.792,312.7,3.14,3.94,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
22/11/2016,17.792,312.7,3.14,3.94,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
23/11/2016,17.792,312.7,3.25,4.03,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
25/11/2016,17.792,312.7,3.25,4.03,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
28/11/2016,17.792,312.7,3.25,4.03,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
29/11/2016,17.792,312.7,3.25,4.03,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
30/11/2016,17.792,312.7,3.25,4.03,151954.0,4.7,1.26158320570536,0.41,-43896.0,241.353,3354.4,13182.4,98.3443,437433.0,571.0,184.743,382.69,1140.0
01/12/2016,18.277,297.8,3.34,4.08,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
02/12/2016,18.277,297.8,3.34,4.08,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
05/12/2016,18.277,297.8,3.34,4.08,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
06/12/2016,18.277,297.8,3.34,4.08,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
07/12/2016,18.277,297.8,3.34,4.08,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
08/12/2016,18.277,297.8,3.36,4.13,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
09/12/2016,18.277,297.8,3.36,4.13,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
12/12/2016,18.277,297.8,3.36,4.13,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
13/12/2016,18.277,297.8,3.36,4.13,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
14/12/2016,18.277,297.8,3.36,4.13,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
15/12/2016,18.277,297.8,3.37,4.16,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
16/12/2016,18.277,297.8,3.37,4.16,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
19/12/2016,18.277,297.8,3.37,4.16,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
20/12/2016,18.277,297.8,3.37,4.16,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
21/12/2016,18.277,297.8,3.37,4.16,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
22/12/2016,18.277,297.8,3.52,4.3,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
23/12/2016,18.277,297.8,3.52,4.3,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
27/12/2016,18.277,297.8,3.52,4.3,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
28/12/2016,18.277,297.8,3.52,4.3,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
29/12/2016,18.277,297.8,3.55,4.32,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
30/12/2016,18.277,297.8,3.55,4.32,152157.0,4.7,1.26158320570536,0.54,-40976.0,241.432,3345.1,13215.3,99.0406,447970.0,561.0,185.708,382.69,1252.0
03/01/2017,17.652,279.3,3.55,4.32,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
04/01/2017,17.652,279.3,3.55,4.32,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
05/01/2017,17.652,279.3,3.44,4.2,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
06/01/2017,17.652,279.3,3.44,4.2,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
09/01/2017,17.652,279.3,3.44,4.2,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
10/01/2017,17.652,279.3,3.44,4.2,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
11/01/2017,17.652,279.3,3.44,4.2,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
12/01/2017,17.652,279.3,3.37,4.12,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
13/01/2017,17.652,279.3,3.37,4.12,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
17/01/2017,17.652,279.3,3.37,4.12,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
18/01/2017,17.652,279.3,3.37,4.12,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
19/01/2017,17.652,279.3,3.34,4.09,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
20/01/2017,17.652,279.3,3.34,4.09,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
23/01/2017,17.652,279.3,3.34,4.09,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
24/01/2017,17.652,279.3,3.34,4.09,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
25/01/2017,17.652,279.3,3.34,4.09,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
26/01/2017,17.652,279.3,3.4,4.19,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
27/01/2017,17.652,279.3,3.4,4.19,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
30/01/2017,17.652,279.3,3.4,4.19,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
31/01/2017,17.652,279.3,3.4,4.19,152152.0,4.7,2.13011000365961,0.65,-43556.0,242.839,3393.2,13286.4,98.8158,448947.0,573.0,186.787,385.42,1190.0
01/02/2017,17.699,278.1,3.4,4.19,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
02/02/2017,17.699,278.1,3.41,4.19,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
03/02/2017,17.699,278.1,3.41,4.19,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
06/02/2017,17.699,278.1,3.41,4.19,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
07/02/2017,17.699,278.1,3.41,4.19,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
08/02/2017,17.699,278.1,3.41,4.19,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
09/02/2017,17.699,278.1,3.39,4.17,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
10/02/2017,17.699,278.1,3.39,4.17,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
13/02/2017,17.699,278.1,3.39,4.17,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
14/02/2017,17.699,278.1,3.39,4.17,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
15/02/2017,17.699,278.1,3.39,4.17,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
16/02/2017,17.699,278.1,3.35,4.15,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
17/02/2017,17.699,278.1,3.35,4.15,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
21/02/2017,17.699,278.1,3.35,4.15,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
22/02/2017,17.699,278.1,3.35,4.15,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
23/02/2017,17.699,278.1,3.37,4.16,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
24/02/2017,17.699,278.1,3.37,4.16,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
27/02/2017,17.699,278.1,3.37,4.16,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
28/02/2017,17.699,278.1,3.37,4.16,152480.0,4.6,2.13011000365961,0.66,-39785.0,243.603,3403.1,13351.2,98.4356,452625.0,587.0,187.30599999999998,385.42,1271.0
01/03/2017,17.061,264.1,3.37,4.16,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
02/03/2017,17.061,264.1,3.32,4.1,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
03/03/2017,17.061,264.1,3.32,4.1,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
06/03/2017,17.061,264.1,3.32,4.1,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
07/03/2017,17.061,264.1,3.32,4.1,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
08/03/2017,17.061,264.1,3.32,4.1,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
09/03/2017,17.061,264.1,3.42,4.21,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
10/03/2017,17.061,264.1,3.42,4.21,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
13/03/2017,17.061,264.1,3.42,4.21,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
14/03/2017,17.061,264.1,3.42,4.21,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
15/03/2017,17.061,264.1,3.42,4.21,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
16/03/2017,17.061,264.1,3.5,4.3,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
17/03/2017,17.061,264.1,3.5,4.3,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
20/03/2017,17.061,264.1,3.5,4.3,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
21/03/2017,17.061,264.1,3.5,4.3,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
22/03/2017,17.061,264.1,3.5,4.3,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
23/03/2017,17.061,264.1,3.44,4.23,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
24/03/2017,17.061,264.1,3.44,4.23,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
27/03/2017,17.061,264.1,3.44,4.23,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
28/03/2017,17.061,264.1,3.44,4.23,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
29/03/2017,17.061,264.1,3.44,4.23,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
30/03/2017,17.061,264.1,3.39,4.14,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
31/03/2017,17.061,264.1,3.39,4.14,153065.0,4.4,2.13011000365961,0.79,-41124.0,243.801,3451.3,13420.1,99.0492,452140.0,632.0,187.983,385.42,1190.0
03/04/2017,17.166,287.9,3.39,4.14,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
04/04/2017,17.166,287.9,3.39,4.14,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
05/04/2017,17.166,287.9,3.39,4.14,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
06/04/2017,17.166,287.9,3.36,4.1,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
07/04/2017,17.166,287.9,3.36,4.1,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
10/04/2017,17.166,287.9,3.36,4.1,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
11/04/2017,17.166,287.9,3.36,4.1,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
12/04/2017,17.166,287.9,3.36,4.1,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
13/04/2017,17.166,287.9,3.34,4.08,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
17/04/2017,17.166,287.9,3.34,4.08,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
18/04/2017,17.166,287.9,3.34,4.08,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
19/04/2017,17.166,287.9,3.34,4.08,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
20/04/2017,17.166,287.9,3.23,3.97,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
21/04/2017,17.166,287.9,3.23,3.97,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
24/04/2017,17.166,287.9,3.23,3.97,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
25/04/2017,17.166,287.9,3.23,3.97,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
26/04/2017,17.166,287.9,3.23,3.97,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
27/04/2017,17.166,287.9,3.27,4.03,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
28/04/2017,17.166,287.9,3.27,4.03,153255.0,4.4,2.13011000365961,0.9,-44227.0,244.524,3450.4,13481.0,100.0416,454258.0,598.0,188.71200000000002,394.04,1146.0
01/05/2017,17.081,283.7,3.27,4.03,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
02/05/2017,17.081,283.7,3.27,4.03,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
03/05/2017,17.081,283.7,3.27,4.03,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
04/05/2017,17.081,283.7,3.27,4.02,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
05/05/2017,17.081,283.7,3.27,4.02,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
08/05/2017,17.081,283.7,3.27,4.02,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
09/05/2017,17.081,283.7,3.27,4.02,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
10/05/2017,17.081,283.7,3.27,4.02,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
11/05/2017,17.081,283.7,3.29,4.05,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
12/05/2017,17.081,283.7,3.29,4.05,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
15/05/2017,17.081,283.7,3.29,4.05,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
16/05/2017,17.081,283.7,3.29,4.05,153069.0,4.4,2.13011000365961,0.91,-43985.0,244.733,3516.2,13539.7,100.128,450239.0,635.0,189.59900000000002,394.04,1157.0
