Date,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units
23/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
24/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
27/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
28/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
29/09/2010,11.922,222.0,3.82,4.37,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
30/09/2010,11.922,222.0,3.75,4.32,139396.0,9.5,1.6400434423899,0.19,-44333.0,218.439,1766.2,8718.9,92.8533,422049.0,317.0,143.014,326.41,594.0
01/10/2010,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
04/10/2010,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
05/10/2010,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
06/10/2010,12.414,219.0,3.75,4.32,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
07/10/2010,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
08/10/2010,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
11/10/2010,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
12/10/2010,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
13/10/2010,12.414,219.0,3.72,4.27,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
14/10/2010,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
15/10/2010,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
18/10/2010,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
19/10/2010,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
20/10/2010,12.414,219.0,3.62,4.19,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
21/10/2010,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
22/10/2010,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
25/10/2010,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
26/10/2010,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
27/10/2010,12.414,219.0,3.64,4.21,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
28/10/2010,12.414,219.0,3.66,4.23,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
29/10/2010,12.414,219.0,3.66,4.23,139119.0,9.4,1.6400434423899,0.19,-40646.0,218.711,1780.4,8768.7,92.6033,417830.0,291.0,142.525,324.08,543.0
01/11/2010,12.3,221.7,3.66,4.23,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
02/11/2010,12.3,221.7,3.66,4.23,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
03/11/2010,12.3,221.7,3.66,4.23,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
04/11/2010,12.3,221.7,3.63,4.24,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
05/11/2010,12.3,221.7,3.63,4.24,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
08/11/2010,12.3,221.7,3.63,4.24,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
09/11/2010,12.3,221.7,3.63,4.24,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
10/11/2010,12.3,221.7,3.63,4.24,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
11/11/2010,12.3,221.7,3.57,4.17,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
12/11/2010,12.3,221.7,3.57,4.17,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
15/11/2010,12.3,221.7,3.57,4.17,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
16/11/2010,12.3,221.7,3.57,4.17,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
17/11/2010,12.3,221.7,3.57,4.17,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
18/11/2010,12.3,221.7,3.76,4.39,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
19/11/2010,12.3,221.7,3.76,4.39,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
22/11/2010,12.3,221.7,3.76,4.39,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
23/11/2010,12.3,221.7,3.76,4.39,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
24/11/2010,12.3,221.7,3.77,4.4,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
26/11/2010,12.3,221.7,3.77,4.4,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
29/11/2010,12.3,221.7,3.77,4.4,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
30/11/2010,12.3,221.7,3.77,4.4,139044.0,9.8,1.6400434423899,0.19,-38739.0,218.803,1828.4,8789.3,92.6686,426427.0,287.0,142.167,324.08,545.0
01/12/2010,12.605,203.9,3.77,4.4,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
02/12/2010,12.605,203.9,3.81,4.46,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
03/12/2010,12.605,203.9,3.81,4.46,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
06/12/2010,12.605,203.9,3.81,4.46,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
07/12/2010,12.605,203.9,3.81,4.46,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
08/12/2010,12.605,203.9,3.81,4.46,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
09/12/2010,12.605,203.9,3.96,4.61,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
10/12/2010,12.605,203.9,3.96,4.61,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
13/12/2010,12.605,203.9,3.96,4.61,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
14/12/2010,12.605,203.9,3.96,4.61,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
15/12/2010,12.605,203.9,3.96,4.61,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
16/12/2010,12.605,203.9,4.17,4.83,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
17/12/2010,12.605,203.9,4.17,4.83,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
20/12/2010,12.605,203.9,4.17,4.83,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
21/12/2010,12.605,203.9,4.17,4.83,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
22/12/2010,12.605,203.9,4.17,4.83,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
23/12/2010,12.605,203.9,4.15,4.81,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
27/12/2010,12.605,203.9,4.15,4.81,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
28/12/2010,12.605,203.9,4.15,4.81,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
29/12/2010,12.605,203.9,4.15,4.81,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
30/12/2010,12.605,203.9,4.2,4.86,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
31/12/2010,12.605,203.9,4.2,4.86,139301.0,9.3,1.6400434423899,0.18,-41721.0,219.179,1836.7,8822.9,93.5916,429764.0,326.0,142.054,324.08,539.0
03/01/2011,12.806,198.9,4.2,4.86,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
04/01/2011,12.806,198.9,4.2,4.86,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
05/01/2011,12.806,198.9,4.2,4.86,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
06/01/2011,12.806,198.9,4.13,4.77,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
07/01/2011,12.806,198.9,4.13,4.77,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
10/01/2011,12.806,198.9,4.13,4.77,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
11/01/2011,12.806,198.9,4.13,4.77,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
12/01/2011,12.806,198.9,4.13,4.77,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
13/01/2011,12.806,198.9,4.08,4.71,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
14/01/2011,12.806,198.9,4.08,4.71,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
18/01/2011,12.806,198.9,4.08,4.71,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
19/01/2011,12.806,198.9,4.08,4.71,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
20/01/2011,12.806,198.9,4.05,4.74,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
21/01/2011,12.806,198.9,4.05,4.74,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
24/01/2011,12.806,198.9,4.05,4.74,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
25/01/2011,12.806,198.9,4.05,4.74,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
26/01/2011,12.806,198.9,4.05,4.74,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
27/01/2011,12.806,198.9,4.09,4.8,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
28/01/2011,12.806,198.9,4.09,4.8,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
31/01/2011,12.806,198.9,4.09,4.8,139250.0,9.1,3.156841568622,0.17,-48123.0,220.223,1846.3,8845.2,93.3889,445734.0,307.0,141.516,315.08,630.0
01/02/2011,13.081,229.3,4.09,4.8,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
02/02/2011,13.081,229.3,4.09,4.8,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
03/02/2011,13.081,229.3,4.08,4.81,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
04/02/2011,13.081,229.3,4.08,4.81,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
07/02/2011,13.081,229.3,4.08,4.81,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
08/02/2011,13.081,229.3,4.08,4.81,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
09/02/2011,13.081,229.3,4.08,4.81,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
10/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
11/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
14/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
15/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
16/02/2011,13.081,229.3,4.29,5.05,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
17/02/2011,13.081,229.3,4.27,5.0,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
18/02/2011,13.081,229.3,4.27,5.0,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
22/02/2011,13.081,229.3,4.27,5.0,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
23/02/2011,13.081,229.3,4.27,5.0,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
24/02/2011,13.081,229.3,4.22,4.95,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
25/02/2011,13.081,229.3,4.22,4.95,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
28/02/2011,13.081,229.3,4.22,4.95,139394.0,9.0,3.156841568622,0.16,-44753.0,221.309,1870.1,8909.0,93.0045,438975.0,270.0,140.344,315.08,517.0
01/03/2011,13.259,240.3,4.22,4.95,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
02/03/2011,13.259,240.3,4.22,4.95,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
03/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
04/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
07/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
08/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
09/03/2011,13.259,240.3,4.15,4.87,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
10/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
11/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
14/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
15/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
16/03/2011,13.259,240.3,4.15,4.88,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
17/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
18/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
21/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
22/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
23/03/2011,13.259,240.3,3.97,4.76,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
24/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
25/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
28/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
29/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
30/03/2011,13.259,240.3,4.04,4.81,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
31/03/2011,13.259,240.3,4.09,4.86,139639.0,9.0,3.156841568622,0.14,-44312.0,223.467,1896.5,8967.0,93.9684,463133.0,300.0,139.975,315.08,600.0
01/04/2011,13.326,217.1,4.09,4.86,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
04/04/2011,13.326,217.1,4.09,4.86,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
05/04/2011,13.326,217.1,4.09,4.86,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
06/04/2011,13.326,217.1,4.09,4.86,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
07/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
08/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
11/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
12/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
13/04/2011,13.326,217.1,4.1,4.87,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
14/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
15/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
18/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
19/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
20/04/2011,13.326,217.1,4.13,4.91,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
21/04/2011,13.326,217.1,4.02,4.8,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
25/04/2011,13.326,217.1,4.02,4.8,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
26/04/2011,13.326,217.1,4.02,4.8,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
27/04/2011,13.326,217.1,4.02,4.8,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
28/04/2011,13.326,217.1,3.97,4.78,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
29/04/2011,13.326,217.1,3.97,4.78,139586.0,9.1,3.156841568622,0.1,-42685.0,224.906,1897.0,9030.4,93.6571,454441.0,310.0,140.007,309.54,554.0
02/05/2011,12.28,230.2,3.97,4.78,139624.0,9.0,3.156841568622,0.09,-47725.0,225.964,1941.6,9102.7,93.7723,458536.0,305.0,139.903,309.54,561.0
